username,GTS,cluster_name,username,followers,following,public_repos_reported,public_gists,account_age_days,profile_updated_days_ago,has_bio,has_company,has_blog,hireable,site_admin,repos_fetched,total_stars,avg_stars,total_forks,avg_forks,total_watchers,avg_watchers,total_open_issues,avg_open_issues,avg_repo_size_kb,median_repo_size_kb,fork_ratio,archived_ratio,disabled_ratio,has_pages_ratio,has_issues_ratio,unique_languages,top_language_share,days_since_last_push,days_since_last_repo_update,events_fetched,events_PushEvent,events_PullRequestEvent,events_PullRequestReviewEvent,events_IssuesEvent,events_IssueCommentEvent,events_CreateEvent,events_ForkEvent,events_WatchEvent,days_since_last_event,log_followers,log_total_stars,log_total_forks,log_total_watchers,follower_following_ratio,cluster_label,cluster_name,GTS
borusyak,45.61912228519389,Average,borusyak,299,0,5,0,2732.260452,12.72981501,0,1,1,0,0,5,616,123.2,218,43.6,616,123.2,14,2.8,23645.2,196.0,0.2,0.0,0.0,0.0,0.8,2,0.75,12.72047473,1.172581211,3,3,0,0,0,0,0,0,0,12.72047473,5.703782475,6.424869024,5.38907173,6.424869024,299.0,1,Average,45.61912228519389
JoanEsquivel,45.55242962493854,Average,JoanEsquivel,368,11,84,0,2538.185017,12.28512138,1,0,1,0,0,30,258,8.6,291,9.7,258,8.6,8,0.266666667,8490.0,183.5,0.1,0.0,0.0,0.033333333,0.9,7,0.48,152.1076792,4.356556562,1,0,0,0,0,0,0,0,0,174.9127834,5.910796644,5.556828062,5.676753802,5.556828062,30.66666667,1,Average,45.55242962493854
edevars,45.529046175096255,Average,edevars,395,9,120,5,2814.320898,49.06074741,0,1,1,0,0,30,14,0.466666667,9,0.3,14,0.466666667,113,3.766666667,5663.633333,1012.0,0.166666667,0.0,0.0,0.033333333,0.833333333,7,0.625,204.0017891,203.9991733,0,0,0,0,0,0,0,0,0,0.0,5.981414211,2.708050201,2.302585093,2.708050201,39.5,1,Average,45.529046175096255
MahmoudEsmail404,45.52795512329068,Average,MahmoudEsmail404,584,9,18,0,2825.387721,1013.248195,1,1,1,0,0,18,15,0.833333333,0,0.0,15,0.833333333,0,0.0,47114.27778,7366.0,0.777777778,0.0,0.0,0.0,0.222222222,1,1.0,1160.235313,913.4463432,0,0,0,0,0,0,0,0,0,0.0,6.371611847,2.772588722,0.0,2.772588722,58.4,1,Average,45.52795512329068
chengxuxin,45.5061356990546,Strong,chengxuxin,367,6,22,0,2889.796599,3.165754505,1,0,1,0,0,22,1497,68.04545455,218,9.909090909,1497,68.04545455,62,2.818181818,76612.22727,13757.0,0.227272727,0.0,0.0,0.090909091,0.772727273,6,0.411764706,12.12700451,2.636020709,1,1,0,0,0,0,0,0,0,12.12699293,5.908082938,7.311886164,5.38907173,7.311886164,52.42857143,2,Strong,45.5061356990546
potats0,45.47726586428642,Average,potats0,413,7,43,1,2749.789835,4.335645421,1,0,1,1,0,30,477,15.9,75,2.5,477,15.9,19,0.633333333,8379.133333,286.5,0.533333333,0.0,0.033333333,0.0,0.466666667,9,0.2,366.7096616,22.77613153,0,0,0,0,0,0,0,0,0,0.0,6.025865974,6.169610732,4.33073334,6.169610732,51.625,1,Average,45.47726586428642
Automedon,45.46661550440934,Average,Automedon,722,97,105,3,2744.301607,1.368493784,1,0,1,1,0,30,958,31.93333333,335,11.16666667,958,31.93333333,61,2.033333333,1507.166667,701.5,0.0,0.0,0.0,0.4,1.0,3,0.689655172,1.092185914,15.61374841,0,0,0,0,0,0,0,0,0,0.0,6.583409222,6.865891075,5.81711116,6.865891075,7.367346939,1,Average,45.46661550440934
TheWCKD,45.46011652700721,Average,TheWCKD,556,0,12,0,2902.629695,39.56074815,1,1,1,0,0,12,851,70.91666667,414,34.5,851,70.91666667,9,0.75,227441.8333,192.5,0.5,0.0,0.0,0.0,0.5,3,0.714285714,197.5079009,5.769660185,0,0,0,0,0,0,0,0,0,0.0,6.32256524,6.747586527,6.02827852,6.747586527,556.0,1,Average,45.46011652700721
sumitkumar1503,45.45882974647969,Strong,sumitkumar1503,1215,0,27,0,2694.539369,5.278119168,1,0,0,1,0,27,2334,86.44444444,1703,63.07407407,2334,86.44444444,62,2.296296296,3429.851852,1709.0,0.074074074,0.0,0.0,0.037037037,0.925925926,4,0.652173913,0.224623797,0.224589075,30,29,0,0,0,0,1,0,0,0.224623797,7.103322063,7.75576717,7.440733707,7.75576717,1215.0,2,Strong,45.45882974647969
jonataslaw,45.45779171975693,Strong,jonataslaw,2779,17,273,1,2944.111441,71.0694273,1,0,0,1,0,30,35,1.166666667,4,0.133333333,35,1.166666667,0,0.0,10270.26667,2293.0,0.9,0.0,0.0,0.0,0.1,8,0.518518519,2051.203501,243.1572282,4,2,0,0,0,2,0,0,0,8.304878687,7.930206207,3.583518938,1.609437912,3.583518938,154.3888889,2,Strong,45.45779171975693
fh2019ustc,45.45111381950468,Average,fh2019ustc,261,97,9,0,2465.816861,13.78931443,1,1,1,0,0,9,1998,222.0,193,21.44444444,1998,222.0,93,10.33333333,20522.66667,18177.0,0.0,0.0,0.0,0.111111111,1.0,2,0.875,13.42765933,3.595923221,0,0,0,0,0,0,0,0,0,0.0,5.568344504,7.600402335,5.267858159,7.600402335,2.663265306,1,Average,45.45111381950468
Ucas-HaoranWei,45.40695666940498,Strong,Ucas-HaoranWei,672,0,15,0,2472.416849,88.91859682,1,1,0,0,0,15,10943,729.5333333,903,60.2,10943,729.5333333,389,25.93333333,5047.733333,2698.0,0.333333333,0.0,0.0,0.0,0.666666667,1,1.0,0.535587562,0.267983395,14,9,0,0,0,0,0,1,3,0.535575988,6.51174533,9.30054664,6.80682936,9.30054664,672.0,2,Strong,45.40695666940498
cantaro86,45.359637636565616,Strong,cantaro86,615,26,20,0,2460.130789,8.221945962,0,0,1,1,0,20,6780,339.0,1264,63.2,6780,339.0,7,0.35,46467.15,564.0,0.45,0.0,0.0,0.05,0.55,5,0.333333333,8.206795499,1.399087166,2,1,0,0,0,0,1,0,0,8.206795499,6.423246964,8.821879863,7.142827401,8.821879863,22.77777778,2,Strong,45.359637636565616
2rv,45.3468330480313,Average,2rv,535,1,27,0,2845.57688,184.5438704,1,1,1,0,0,27,7,0.259259259,124,4.592592593,7,0.259259259,10,0.37037037,5463.481481,561.0,0.111111111,0.0,0.0,0.0,0.888888889,4,0.52,692.3433496,691.5373079,0,0,0,0,0,0,0,0,0,0.0,6.284134161,2.079441542,4.828313737,2.079441542,267.5,1,Average,45.3468330480313
AlTheOne,45.33607572187516,Strong,AlTheOne,489,1208,15,0,2860.124602,97.91306282,1,1,0,0,0,15,2,0.133333333,0,0.0,2,0.133333333,4,0.266666667,160.1333333,24.0,0.066666667,0.333333333,0.0,0.0,0.933333333,3,0.75,27.49416236,24.50971791,2,1,0,0,0,0,0,0,0,28.09952115,6.194405391,1.098612289,0.0,1.098612289,0.404466501,2,Strong,45.33607572187516
Whoopsunix,45.32126049844445,Average,Whoopsunix,254,80,10,0,2439.240023,416.8346757,0,1,1,0,0,10,1114,111.4,122,12.2,1114,111.4,4,0.4,12422.0,645.5,0.0,0.0,0.0,0.2,1.0,3,0.75,345.691435,14.71806691,8,0,0,0,0,0,0,0,8,4.652696537,5.541263545,7.016609684,4.812184355,7.016609684,3.135802469,1,Average,45.32126049844445
ArdeshirV,45.318546038515585,Average,ArdeshirV,298,246,333,0,2583.321525,6.33306448,0,1,0,1,0,30,65,2.166666667,3,0.1,65,2.166666667,1,0.033333333,4249.366667,461.5,0.666666667,0.0,0.0,0.1,0.3,7,0.416666667,69.71152513,69.71149041,1,0,0,0,0,0,0,0,1,6.328677905,5.700443573,4.189654742,1.386294361,4.189654742,1.206477733,1,Average,45.318546038515585
niudaii,45.29846973425491,Weak,niudaii,331,160,26,0,2757.884288,6.821232815,1,0,1,0,0,26,1794,69.0,193,7.423076923,1794,69.0,1,0.038461538,11503.73077,820.5,0.269230769,0.038461538,0.0,0.0,0.730769231,4,0.8,30.57223976,3.502992074,15,0,0,0,0,0,0,0,15,3.487170315,5.805134969,7.492760301,5.267858159,7.492760301,2.055900621,0,Weak,45.29846973425491
xmrrabbitx,45.28440809914729,Average,xmrrabbitx,274,459,31,0,2733.239584,21.63302182,1,0,1,1,0,30,28,0.933333333,0,0.0,28,0.933333333,1,0.033333333,12620.26667,461.0,0.066666667,0.0,0.0,0.233333333,0.933333333,9,0.230769231,71.9291908,71.92915608,0,0,0,0,0,0,0,0,0,0.0,5.616771098,3.36729583,0.0,3.36729583,0.595652174,1,Average,45.28440809914729
jhnwr,45.132300848163574,Average,jhnwr,948,2,85,0,2467.120642,95.33677615,1,0,1,0,0,30,206,6.866666667,129,4.3,206,6.866666667,9,0.3,1561.366667,3.0,0.066666667,0.0,0.0,0.0,0.933333333,3,0.88,727.2048896,34.01529467,2,0,0,0,0,0,0,0,2,20.08821133,6.855408799,5.332718793,4.86753445,5.332718793,316.0,1,Average,45.132300848163574
jonasschmedtmann,45.09158926919361,Strong,jonasschmedtmann,28425,0,7,1,3579.444913,61.22943887,1,0,1,0,0,7,32764,4680.571429,31801,4543.0,32764,4680.571429,519,74.14285714,27012.42857,12995.0,0.142857143,0.0,0.0,0.0,0.857142857,5,0.428571429,431.4302954,0.240214335,2,0,0,0,0,1,0,0,1,6.378478224,10.2550595,10.39711615,10.36728446,10.39711615,28425.0,2,Strong,45.09158926919361
zyrouge,45.06058732923147,Average,zyrouge,240,5,218,6,2464.433337,16.34329037,1,0,1,0,0,30,85,2.833333333,22,0.733333333,85,2.833333333,4,0.133333333,43851.4,142.5,0.366666667,0.2,0.0,0.133333333,0.633333333,7,0.25,2.792734816,5.93337139,0,0,0,0,0,0,0,0,0,0.0,5.484796933,4.454347296,3.135494216,4.454347296,40.0,1,Average,45.06058732923147
JavaidAhmadKhan,45.00122570132232,Average,JavaidAhmadKhan,434,796,174,0,2615.476961,35.20132435,1,0,1,1,0,30,15,0.5,1,0.033333333,15,0.5,2,0.066666667,23363.83333,779.0,0.4,0.0,0.0,0.1,0.6,3,0.764705882,384.8527017,382.388535,0,0,0,0,0,0,0,0,0,0.0,6.075346031,2.772588722,0.693147181,2.772588722,0.544542033,1,Average,45.00122570132232
gustavoguanabara,44.95728896493564,Average,gustavoguanabara,109311,3,8,0,4178.750613,187.3123841,1,1,1,0,0,8,28781,3597.625,6564,820.5,28781,3597.625,3902,487.75,44824.75,118.5,0.0,0.0,0.0,0.5,1.0,2,0.75,187.280972,0.211388705,0,0,0,0,0,0,0,0,0,0.0,11.60196146,10.26750547,8.789507787,10.26750547,27327.75,1,Average,44.95728896493564
KernelOverseer,44.94679365009177,Average,KernelOverseer,398,139,35,0,2697.027334,1.432137282,1,0,1,1,0,30,243,8.1,9,0.3,243,8.1,2,0.066666667,10276.03333,213.5,0.2,0.0,0.0,0.1,0.833333333,8,0.47826087,196.1607252,13.72603775,0,0,0,0,0,0,0,0,0,0.0,5.988961417,5.497168225,2.302585093,5.497168225,2.842857143,1,Average,44.94679365009177
sw33tLie,44.91853420113578,Weak,sw33tLie,385,14,22,0,2557.02871,1.106093839,1,0,0,0,0,22,2056,93.45454545,290,13.18181818,2056,93.45454545,15,0.681818182,16726.72727,506.0,0.454545455,0.0,0.0,0.0,0.5,4,0.764705882,1.105561432,1.105503562,30,18,0,0,3,4,3,0,0,1.09589708,5.955837369,7.62900389,5.673323267,7.62900389,25.66666667,0,Weak,44.91853420113578
okflocos,44.907624130358485,Average,okflocos,606,194,76,0,2651.029509,149.1984673,1,0,1,1,0,30,115,3.833333333,6,0.2,115,3.833333333,45,1.5,15273.63333,32.5,0.566666667,0.0,0.0,0.033333333,0.433333333,5,0.333333333,1009.006129,101.0785368,0,0,0,0,0,0,0,0,0,0.0,6.408528791,4.753590191,1.945910149,4.753590191,3.107692308,1,Average,44.907624130358485
HarderThenHarder,44.89968336009454,Average,HarderThenHarder,279,10,47,0,2910.271841,23.65313749,1,0,1,0,0,30,107,3.566666667,19,0.633333333,107,3.566666667,3,0.1,25968.76667,1422.0,0.133333333,0.0,0.0,0.0,0.866666667,3,0.916666667,440.4483227,28.37363517,1,0,0,0,0,0,0,0,1,16.40180647,5.634789603,4.682131227,2.995732274,4.682131227,25.36363636,1,Average,44.89968336009454
marcoslucianops,44.85601845125949,Strong,marcoslucianops,245,1,8,0,2564.303462,69.87076486,1,0,1,0,0,8,2266,283.25,518,64.75,2266,283.25,172,21.5,5994.125,173.0,0.375,0.0,0.0,0.0,0.625,5,0.428571429,20.27296393,2.115857452,2,1,0,0,0,1,0,0,0,20.27237366,5.505331536,7.726212651,6.251903883,7.726212651,122.5,2,Strong,44.85601845125949
Baseult,44.83567097560305,Average,Baseult,279,4,19,1,2621.107094,119.3651264,0,1,1,1,0,19,565,29.73684211,140,7.368421053,565,29.73684211,20,1.052631579,10982.94737,3460.0,0.105263158,0.0,0.052631579,0.0,0.894736842,6,0.470588235,101.1207282,0.064107862,0,0,0,0,0,0,0,0,0,0.0,5.634789603,6.338594078,4.94875989,6.338594078,55.8,1,Average,44.83567097560305
ZerioDev,44.77980073507053,Average,ZerioDev,260,15,9,1,2706.15748,55.36457465,1,1,1,0,0,9,1094,121.5555556,1139,126.5555556,1094,121.5555556,17,1.888888889,323.1111111,37.0,0.0,0.0,0.0,0.0,1.0,1,1.0,439.2925029,6.523220488,0,0,0,0,0,0,0,0,0,0.0,5.564520407,6.998509642,7.038783541,6.998509642,16.25,1,Average,44.77980073507053
Sorrow446,44.74977825741383,Weak,Sorrow446,355,8,60,1,2576.911961,63.25915975,1,0,0,0,0,30,480,16.0,105,3.5,480,16.0,75,2.5,238.4333333,31.0,0.0,0.366666667,0.0,0.0,1.0,5,0.566666667,6.961115772,6.96108105,21,9,0,0,0,8,1,0,2,0.32770142,5.874930731,6.17586727,4.663439094,6.17586727,39.44444444,0,Weak,44.74977825741383
Fosowl,44.71913308180681,Average,Fosowl,595,32,16,0,2513.050634,8.234847244,1,1,0,0,0,16,25045,1565.3125,2789,174.3125,25045,1565.3125,41,2.5625,22519.1875,2489.0,0.1875,0.0,0.0,0.0625,0.75,6,0.384615385,63.12782178,0.213226874,5,0,0,0,0,0,0,0,5,8.520599559,6.390240667,10.12846941,7.933796875,10.12846941,18.03030303,1,Average,44.71913308180681
xalgord,44.68811296215913,Average,xalgord,279,4,72,0,2531.340984,1.189792079,1,0,1,1,0,30,110,3.666666667,50,1.666666667,110,3.666666667,0,0.0,2005.166667,82.0,0.5,0.0,0.0,0.066666667,0.5,6,0.307692308,76.1297805,3.578136986,0,0,0,0,0,0,0,0,0,0.0,5.634789603,4.709530201,3.931825633,4.709530201,55.8,1,Average,44.68811296215913
GRVYDEV,44.645304775689254,Average,GRVYDEV,339,3,32,0,2955.080868,17.26611063,1,1,0,0,0,30,4596,153.2,281,9.366666667,4596,153.2,99,3.3,17253.56667,1213.0,0.5,0.0,0.0,0.0,0.5,9,0.285714286,0.982071282,2.022129153,1,0,0,0,0,0,0,1,0,18.17196712,5.828945618,8.433159196,5.641907071,8.433159196,84.75,1,Average,44.645304775689254
suhelhasan,44.643479986913306,Average,suhelhasan,717,1355,29,2,2589.012112,4.360653816,1,1,0,1,0,29,44,1.517241379,3,0.103448276,44,1.517241379,13,0.448275862,7773.689655,555.0,0.448275862,0.0,0.0,0.172413793,0.551724138,5,0.454545455,1.037679279,97.57373252,0,0,0,0,0,0,0,0,0,0.0,6.576469569,3.80666249,1.386294361,3.80666249,0.528761062,1,Average,44.643479986913306
ourongxing,44.633841554814396,Weak,ourongxing,584,76,58,5,2535.338167,0.253618255,1,0,0,0,0,30,21310,710.3333333,8115,270.5,21310,710.3333333,167,5.566666667,117743.4667,679.0,0.566666667,0.033333333,0.0,0.0,0.433333333,5,0.6,43.63151177,0.253988625,30,0,0,0,0,0,0,0,29,1.362842792,6.371611847,9.96697865,9.001592701,9.96697865,7.584415584,0,Weak,44.633841554814396
h3110w0r1d-y,44.606392955292975,Weak,h3110w0r1d-y,506,19,52,0,2423.630405,33.14803241,0,0,1,0,0,30,654,21.8,75,2.5,654,21.8,8,0.266666667,21361.63333,2469.0,0.733333333,0.033333333,0.0,0.0,0.266666667,7,0.25,7.54170139,2.281226853,10,5,0,0,0,1,0,1,0,7.541875002,6.228511004,6.484635236,4.33073334,6.484635236,25.3,0,Weak,44.606392955292975
Xiao9905,44.55473554266454,Weak,Xiao9905,664,21,36,0,2941.615383,87.46858861,0,1,0,0,0,30,103,3.433333333,12,0.4,103,3.433333333,5,0.166666667,164650.8,1995.0,0.833333333,0.0,0.0,0.033333333,0.166666667,5,0.5,65.31612333,39.75458398,6,2,0,3,0,1,0,0,0,6.205185831,6.499787041,4.644390899,2.564949357,4.644390899,30.18181818,0,Weak,44.55473554266454
elunez,44.535043823939894,Strong,elunez,1019,4,27,0,2749.417195,30.51188221,0,0,1,1,0,27,27479,1017.740741,10809,400.3333333,27479,1017.740741,28,1.037037037,75050.33333,1612.0,0.703703704,0.0,0.037037037,0.0,0.259259259,6,0.333333333,31.63815536,0.321442398,15,0,0,0,5,6,0,0,4,8.541488695,6.927557906,10.22121375,9.288226911,10.22121375,203.8,2,Strong,44.535043823939894
Kr328,44.52939519947045,Weak,Kr328,4541,7,77,26,2838.850171,16.6514557,1,0,0,0,0,30,674,22.46666667,204,6.8,674,22.46666667,20,0.666666667,681.3666667,98.0,0.233333333,0.133333333,0.0,0.0,0.733333333,7,0.24,15.98829598,6.721397831,10,6,0,0,1,2,0,0,0,15.98829598,8.421122723,6.514712691,5.323009979,6.514712691,567.625,0,Weak,44.52939519947045
4L13199,44.490166701492335,Average,4L13199,334,1,10,0,2961.444322,2450.258674,1,1,1,0,0,10,473,47.3,361,36.1,473,47.3,16,1.6,24.3,8.0,0.1,0.0,0.0,0.0,0.9,3,0.5,1948.195398,8.519773355,0,0,0,0,0,0,0,0,0,0.0,5.814130532,6.161207322,5.891644212,6.161207322,167.0,1,Average,44.490166701492335
sam-parsons,44.47777306926865,Average,sam-parsons,335,363,45,0,2862.152918,368.7492838,0,1,1,0,0,30,42,1.4,4,0.133333333,42,1.4,58,1.933333333,3999.766667,317.0,0.033333333,0.033333333,0.0,0.1,0.966666667,7,0.566666667,168.0917838,2.408913392,0,0,0,0,0,0,0,0,0,0.0,5.81711116,3.761200116,1.609437912,3.761200116,0.92032967,1,Average,44.47777306926865
HdShare,44.47108323122926,Weak,HdShare,470,26,20,0,2507.350869,43.6434735,1,0,0,0,0,20,4557,227.85,490,24.5,4557,227.85,21,1.05,9552.5,329.5,0.2,0.4,0.0,0.1,0.7,3,0.6,0.973265166,0.091957296,28,5,1,0,1,0,0,16,5,0.704630907,6.154858094,8.42463921,6.196444128,8.42463921,17.40740741,0,Weak,44.47108323122926
rdvnkdyf,44.41634482433254,Average,rdvnkdyf,269,440,27,0,2508.468992,64.07641111,1,1,0,0,0,27,9,0.333333333,0,0.0,9,0.333333333,0,0.0,31525.40741,222.0,0.074074074,0.0,0.0,0.0,0.888888889,10,0.318181818,150.1204042,24.49296204,21,0,0,0,0,0,0,0,21,6.232533798,5.598421959,2.302585093,0.0,2.302585093,0.609977324,1,Average,44.41634482433254
zhixiangteoh,44.38991313644734,Average,zhixiangteoh,520,30,29,1,2573.636242,74.03834802,1,0,1,1,0,29,5,0.172413793,2,0.068965517,5,0.172413793,22,0.75862069,45602.27586,6579.0,0.551724138,0.0,0.0,0.206896552,0.482758621,7,0.210526316,107.1669013,107.1662878,0,0,0,0,0,0,0,0,0,0.0,6.255750042,1.791759469,1.098612289,1.791759469,16.77419355,1,Average,44.38991313644734
harm-smits,44.33306906221742,Average,harm-smits,267,66,17,5,2725.086297,10.36626249,1,1,0,1,0,17,210,12.35294118,25,1.470588235,210,12.35294118,7,0.411764706,277735.3529,999.0,0.705882353,0.0,0.0,0.058823529,0.294117647,6,0.375,770.1246768,19.9250935,0,0,0,0,0,0,0,0,0,0.0,5.590986981,5.351858133,3.258096538,5.351858133,3.985074627,1,Average,44.33306906221742
AliRn76,44.31386874762495,Weak,AliRn76,721,108,69,15,2809.311755,3.084289489,1,0,0,1,0,30,19,0.633333333,2,0.066666667,19,0.633333333,3,0.1,43423.2,2337.0,0.333333333,0.0,0.0,0.033333333,0.633333333,7,0.5,17.98564366,17.98559736,1,0,0,0,0,0,1,0,0,17.98564366,6.582025139,2.995732274,1.098612289,2.995732274,6.614678899,0,Weak,44.31386874762495
Yonv1943,44.30341451941576,Average,Yonv1943,374,2,16,0,2895.673914,115.2543769,1,1,1,0,0,16,1049,65.5625,437,27.3125,1049,65.5625,28,1.75,48078.9375,7314.0,0.5,0.0,0.0625,0.0,0.5,1,1.0,582.6846315,7.414469457,0,0,0,0,0,0,0,0,0,0.0,5.926926026,6.956545443,6.08221891,6.956545443,124.6666667,1,Average,44.30341451941576
irevenko,44.26905554688732,Average,irevenko,411,1522,31,0,2658.115015,944.2415199,1,1,0,1,0,30,1498,49.93333333,92,3.066666667,1498,49.93333333,25,0.833333333,483.7,100.5,0.033333333,0.033333333,0.0,0.0,0.966666667,6,0.413793103,627.642087,1.398753674,0,0,0,0,0,0,0,0,0,0.0,6.021023349,7.312553498,4.532599493,7.312553498,0.269862114,1,Average,44.26905554688732
MaltWhiskey,44.25777431276309,Weak,MaltWhiskey,472,4,55,1,2645.480765,4.260521525,0,0,1,0,0,30,39,1.3,3,0.1,39,1.3,1,0.033333333,14278.16667,4061.5,0.833333333,0.0,0.0,0.0,0.166666667,2,0.9,10.29071828,10.29067199,3,2,0,0,0,0,1,0,0,10.29070671,6.159095388,3.688879454,1.386294361,3.688879454,94.4,0,Weak,44.25777431276309
mocraveirodev,44.23021471806174,Average,mocraveirodev,387,232,65,0,2818.099124,31.44226052,1,0,1,1,0,30,23,0.766666667,3,0.1,23,0.766666667,28,0.933333333,10459.23333,618.5,0.1,0.0,0.0,0.033333333,0.9,7,0.321428571,410.1964851,180.3327119,0,0,0,0,0,0,0,0,0,0.0,5.96100534,3.17805383,1.386294361,3.17805383,1.660944206,1,Average,44.23021471806174
ugioni,44.223140178641415,Average,ugioni,417,616,9,0,2474.854338,24.36242802,1,1,1,0,0,9,222,24.66666667,276,30.66666667,222,24.66666667,12,1.333333333,19300.44444,161.0,0.0,0.0,0.0,0.0,1.0,4,0.333333333,85.88100441,40.83405997,0,0,0,0,0,0,0,0,0,0.0,6.035481433,5.407171771,5.624017506,5.407171771,0.675850891,1,Average,44.223140178641415
kezoponk,44.221479916653635,Average,kezoponk,328,583,9,0,2795.092809,8.077507835,1,1,1,0,0,9,31,3.444444444,13,1.444444444,31,3.444444444,2,0.222222222,466.6666667,99.0,0.0,0.0,0.0,0.0,1.0,6,0.222222222,999.2106676,67.3491745,0,0,0,0,0,0,0,0,0,0.0,5.796057751,3.465735903,2.63905733,3.465735903,0.561643836,1,Average,44.221479916653635
parikhsachi,44.20419682889526,Weak,parikhsachi,417,0,19,0,2773.038086,33.93305159,1,0,1,0,0,19,48,2.526315789,47,2.473684211,48,2.526315789,1,0.052631579,24938.36842,2077.0,0.263157895,0.0,0.0,0.052631579,0.736842105,6,0.375,29.73060946,29.73057474,2,2,0,0,0,0,0,0,0,29.73060946,6.035481433,3.891820298,3.871201011,3.891820298,417.0,0,Weak,44.20419682889526
bojone,44.184692922768946,Weak,bojone,12323,0,108,0,4143.787998,381.5090742,1,0,1,0,0,30,10267,342.2333333,2113,70.43333333,10267,342.2333333,235,7.833333333,3364.2,20.5,0.2,0.0,0.0,0.0,0.8,2,0.96,444.5416668,1.416099654,5,0,0,0,0,5,0,0,0,7.201747802,9.41930386,9.236787542,7.656337166,9.236787542,12323.0,0,Weak,44.184692922768946
openspeedtest,44.179283224747635,Average,openspeedtest,258,0,8,0,2440.11657,40.8841158,1,1,1,0,0,8,3676,459.5,404,50.5,3676,459.5,73,9.125,20166.625,15561.5,0.0,0.0,0.0,0.125,1.0,2,0.75,548.5430163,1.309567191,0,0,0,0,0,0,0,0,0,0.0,5.556828062,8.209852481,6.003887067,8.209852481,258.0,1,Average,44.179283224747635
rynesix,44.16932212711998,Weak,rynesix,1050,975,54,3,2523.407998,2.86413269,1,0,0,0,0,30,142,4.733333333,1,0.033333333,142,4.733333333,0,0.0,7.7,8.0,0.0,0.0,0.0,0.0,1.0,4,0.482758621,7.838137319,0.529746116,28,14,9,0,0,0,4,0,0,7.181493801,6.957497371,4.96284463,0.693147181,4.96284463,1.075819672,0,Weak,44.16932212711998
elidakirigo,44.145835736243754,Weak,elidakirigo,457,288,12,1,2721.548734,20.37557434,1,0,0,1,0,12,19,1.583333333,3,0.25,19,1.583333333,1,0.083333333,54558.25,23316.5,0.5,0.0,0.0,0.166666667,0.5,5,0.3,0.728398417,0.728363695,8,0,1,0,0,0,2,0,0,2.289775732,6.126869184,2.995732274,1.386294361,2.995732274,1.581314879,0,Weak,44.145835736243754
breadsk,44.13437980209283,Weak,breadsk,313,80,336,0,2867.262778,6.82373891,1,0,0,0,0,30,13,0.433333333,0,0.0,13,0.433333333,26,0.866666667,701.5,27.0,0.0,0.0,0.0,0.033333333,1.0,5,0.551724138,14.90844956,14.90840326,30,21,0,0,0,0,9,0,0,2.777465762,5.749392986,2.63905733,0.0,2.63905733,3.864197531,0,Weak,44.13437980209283
officialputuid,44.11424704978886,Weak,officialputuid,363,78,54,1,2781.493815,1.369358533,0,0,0,1,0,30,335,11.16666667,76,2.533333333,335,11.16666667,0,0.0,549523.1333,1959.0,0.5,0.266666667,0.033333333,0.0,0.3,9,0.214285714,0.092830755,0.092796033,30,30,0,0,0,0,0,0,0,0.092830755,5.897153868,5.81711116,4.343805422,5.81711116,4.594936709,0,Weak,44.11424704978886
swincacoin,44.05599059784581,Average,swincacoin,341,0,8,0,2690.325446,2640.864277,1,1,1,0,0,8,36,4.5,0,0.0,36,4.5,0,0.0,27429.5,6817.5,1.0,0.0,0.0,0.0,1.0,2,0.875,2550.022413,2113.778247,0,0,0,0,0,0,0,0,0,0.0,5.834810737,3.610917913,0.0,3.610917913,341.0,1,Average,44.05599059784581
je-suis-tm,44.03520458864113,Weak,je-suis-tm,1089,2,14,0,2874.743685,23.22912527,1,0,1,0,0,14,10805,771.7857143,2065,147.5,10805,771.7857143,4,0.285714286,87060.28571,3656.5,0.0,0.0,0.0,0.071428571,1.0,4,0.583333333,23.21609286,0.226278049,21,21,0,0,0,0,0,0,0,23.21608129,6.993932975,9.287856814,7.63336965,9.287856814,363.0,0,Weak,44.03520458864113
themaaz32,44.02795005908773,Average,themaaz32,514,3,75,12,2471.478063,121.2959332,1,1,0,1,0,30,424,14.13333333,312,10.4,424,14.13333333,8,0.266666667,580.9666667,60.0,0.066666667,0.0,0.0,0.0,0.933333333,1,1.0,465.5726462,1.137194814,0,0,0,0,0,0,0,0,0,0.0,6.244166901,6.052089169,5.746203191,6.052089169,128.5,1,Average,44.02795005908773
hkirat,44.01117844728986,Weak,hkirat,23773,117,155,6,4241.536182,17.37107808,0,0,0,0,0,30,3097,103.2333333,926,30.86666667,3097,103.2333333,64,2.133333333,48513.43333,3085.5,0.5,0.0,0.0,0.166666667,0.5,8,0.391304348,74.41877483,1.417061872,17,7,1,0,0,2,4,1,1,1.081691501,10.07634783,8.038512021,6.831953566,8.038512021,201.4661017,0,Weak,44.01117844728986
jxxghp,44.00449641253831,Weak,jxxghp,1381,1,39,0,2456.739856,36.28998359,0,0,0,0,0,30,11355,378.5,2264,75.46666667,11355,378.5,750,25.0,27778.33333,1517.0,0.7,0.0,0.066666667,0.0,0.266666667,4,0.4375,1.471094702,0.295921091,30,15,5,0,5,1,1,0,1,1.47105998,7.231287004,9.337501518,7.725330038,9.337501518,690.5,0,Weak,44.00449641253831
