username,GTS,cluster_name,username,followers,following,public_repos_reported,public_gists,account_age_days,profile_updated_days_ago,has_bio,has_company,has_blog,hireable,site_admin,repos_fetched,total_stars,avg_stars,total_forks,avg_forks,total_watchers,avg_watchers,total_open_issues,avg_open_issues,avg_repo_size_kb,median_repo_size_kb,fork_ratio,archived_ratio,disabled_ratio,has_pages_ratio,has_issues_ratio,unique_languages,top_language_share,days_since_last_push,days_since_last_repo_update,events_fetched,events_PushEvent,events_PullRequestEvent,events_PullRequestReviewEvent,events_IssuesEvent,events_IssueCommentEvent,events_CreateEvent,events_ForkEvent,events_WatchEvent,days_since_last_event,log_followers,log_total_stars,log_total_forks,log_total_watchers,follower_following_ratio,cluster_label,cluster_name,GTS
v0xel1337,43.97642850748643,Weak,v0xel1337,402,27,10,5,2635.286132,127.4567571,1,0,1,0,0,10,18,1.8,1,0.1,18,1.8,0,0.0,874674.8,25251.5,0.9,0.0,0.0,0.0,0.1,1,1.0,134.3662941,134.3662594,1,0,0,0,0,0,0,0,1,18.46121311,5.998936562,2.944438979,0.693147181,2.944438979,14.35714286,0,Weak,43.97642850748643
myhhub,43.94745310142107,Weak,myhhub,340,0,16,1,2759.843477,26.50975018,0,0,1,0,0,16,14142,883.875,2731,170.6875,14142,883.875,12,0.75,10161.25,650.5,0.125,0.0,0.0,0.0625,0.875,7,0.333333333,9.549252496,0.115236292,25,10,0,0,11,4,0,0,0,3.415907588,5.831882477,9.556975081,7.912789221,9.556975081,340.0,0,Weak,43.94745310142107
uheartbeast,43.90904521012476,Average,uheartbeast,1167,1,40,1,2943.229245,33.28408311,0,1,1,0,0,30,1058,35.26666667,229,7.633333333,1058,35.26666667,14,0.466666667,1106.333333,50.0,0.033333333,0.0,0.0,0.033333333,0.966666667,3,0.928571429,134.2121502,1.080252096,0,0,0,0,0,0,0,0,0,0.0,7.063048163,6.965080346,5.438079309,6.965080346,583.5,1,Average,43.90904521012476
luischaparroc,43.90597633862096,Weak,luischaparroc,837,36,37,0,2687.189537,12.92539346,0,0,1,1,0,30,397,13.23333333,1074,35.8,397,13.23333333,12,0.4,24745.96667,398.0,0.5,0.0,0.0,0.033333333,0.5,6,0.409090909,796.9159143,6.191886518,1,0,0,0,0,0,0,0,1,12.82568281,6.7310181,5.986452005,6.980075941,5.986452005,22.62162162,0,Weak,43.90597633862096
artdeell,43.89539878806247,Weak,artdeell,614,13,53,2,2616.138863,0.3693379,0,0,0,0,0,30,112,3.733333333,32,1.066666667,112,3.733333333,7,0.233333333,46809.0,1964.5,0.5,0.0,0.0,0.033333333,0.5,5,0.388888889,40.06799531,26.8696041,28,16,1,0,1,2,6,2,0,1.006513826,6.421622268,4.727387819,3.496507561,4.727387819,43.85714286,0,Weak,43.89539878806247
SouzaCleber98,43.88100143938917,Weak,SouzaCleber98,283,368,24,0,2867.993535,7.93434512,1,0,0,1,0,24,22,0.916666667,0,0.0,22,0.916666667,4,0.166666667,2376.333333,129.5,0.125,0.0,0.0,0.041666667,0.875,5,0.368421053,3.990074287,9.147967805,9,6,0,0,0,0,1,0,1,3.990062713,5.648974238,3.135494216,0.0,3.135494216,0.766937669,0,Weak,43.88100143938917
GoogTech,43.87061578195847,Weak,GoogTech,317,156,179,6,2702.488726,14.4983789,0,0,0,1,0,30,437,14.56666667,124,4.133333333,437,14.56666667,12,0.4,9279.266667,1059.5,0.766666667,0.0,0.0,0.133333333,0.233333333,6,0.375,282.2695595,48.3445826,10,7,0,0,1,1,0,0,1,14.49432797,5.762051383,6.08221891,4.828313737,6.08221891,2.01910828,0,Weak,43.87061578195847
facebook,43.840114571710416,Average,facebook,34046,0,161,12,6162.765518,414.0331102,1,0,1,0,0,30,213350,7111.666667,45680,1522.666667,213350,7111.666667,4196,139.8666667,142197.7667,6147.5,0.033333333,0.133333333,0.0,0.366666667,0.9,14,0.178571429,23.03182548,23.05356159,0,0,0,0,0,0,0,0,0,0.0,10.4354972,12.27069398,10.72943774,12.27069398,34046.0,1,Average,43.840114571710416
profdiegoaugusto,43.81329528791799,Average,profdiegoaugusto,301,10,77,1,2830.343875,0.373678182,0,1,1,0,0,30,43,1.433333333,42,1.4,43,1.433333333,0,0.0,1190.666667,15.0,0.166666667,0.0,0.0,0.0,0.833333333,7,0.260869565,183.8728796,78.39960411,0,0,0,0,0,0,0,0,0,0.0,5.710427017,3.784189634,3.761200116,3.784189634,27.36363636,1,Average,43.81329528791799
hamedprog,43.80127264017864,Weak,hamedprog,436,458,28,0,2572.030903,21.64715296,1,0,1,0,0,28,61,2.178571429,2,0.071428571,61,2.178571429,3,0.107142857,303297.9286,4703.5,0.857142857,0.0,0.0,0.0,0.142857143,5,0.333333333,151.610602,104.0764817,1,0,0,0,0,0,0,0,1,12.43458352,6.079933195,4.127134385,1.098612289,4.127134385,0.949891068,0,Weak,43.80127264017864
lucas-vrtech,43.7914251864173,Weak,lucas-vrtech,384,6,10,0,2948.907349,2.191758945,1,0,1,0,0,10,3,0.3,0,0.0,3,0.3,21,2.1,1741.2,59.5,0.7,0.0,0.0,0.1,0.3,1,1.0,1.000335334,273.9575228,1,1,0,0,0,0,0,0,0,23.19001126,5.953243334,1.386294361,0.0,1.386294361,54.85714286,0,Weak,43.7914251864173
CoreyMSchafer,43.78949867967993,Weak,CoreyMSchafer,13370,5,21,7,4700.37417,205.9997027,0,0,1,1,0,21,11845,564.047619,18183,865.8571429,11845,564.047619,132,6.285714286,10557.38095,223.0,0.047619048,0.0,0.0,0.047619048,0.952380952,6,0.55,10.61587172,0.653360143,6,0,0,0,0,0,6,0,0,10.61587172,9.500843462,9.379745537,9.808297366,9.379745537,2228.333333,0,Weak,43.78949867967993
wajahat1064,43.77191020247498,Average,wajahat1064,383,413,12,0,2645.149582,85.75417736,1,1,1,0,0,12,43,3.583333333,12,1.0,43,3.583333333,1,0.083333333,5608.083333,268.0,0.0,0.0,0.0,0.0,1.0,3,0.5,755.6697329,40.28551995,0,0,0,0,0,0,0,0,0,0.0,5.950642553,3.784189634,2.564949357,3.784189634,0.925120773,1,Average,43.77191020247498
YvanYin,43.73321015712855,Weak,YvanYin,333,47,21,0,2657.692259,73.25252561,1,0,1,0,0,21,3443,163.952381,324,15.42857143,3443,163.952381,119,5.666666667,37350.09524,8915.0,0.523809524,0.0,0.0,0.047619048,0.476190476,2,0.909090909,215.4064955,1.218196904,1,0,0,0,0,0,0,0,1,10.86987515,5.811140993,8.144388866,5.783825182,8.144388866,6.9375,0,Weak,43.73321015712855
s0hei1,43.72066150322862,Weak,s0hei1,299,448,50,1,2628.295302,18.34022072,1,0,0,1,0,30,32,1.066666667,0,0.0,32,1.066666667,17,0.566666667,959405.7667,27893.5,0.7,0.0,0.0,0.0,0.3,2,0.75,69.12635498,57.5498272,7,7,0,0,0,0,0,0,0,3.043889703,5.703782475,3.496507561,0.0,3.496507561,0.665924276,0,Weak,43.72066150322862
Dirk-Sandberg,43.71933729055926,Average,Dirk-Sandberg,733,0,42,12,2889.942633,154.2819967,1,1,0,1,0,30,332,11.06666667,173,5.766666667,332,11.06666667,19,0.633333333,10700.56667,791.0,0.266666667,0.0,0.0,0.0,0.7,3,0.842105263,271.2057351,20.08688094,0,0,0,0,0,0,0,0,0,0.0,6.598509029,5.80814249,5.159055299,5.80814249,733.0,1,Average,43.71933729055926
thinkingjimmy,43.704298518475944,Weak,thinkingjimmy,339,1,14,0,2890.77819,78.41922037,1,0,1,0,0,14,5604,400.2857143,443,31.64285714,5604,400.2857143,23,1.642857143,32845.21429,1740.0,0.142857143,0.0,0.0,0.214285714,0.857142857,6,0.285714286,377.2722181,1.405632407,3,0,0,0,0,0,0,0,3,9.813155555,5.828945618,8.631414336,6.095824562,8.631414336,169.5,0,Weak,43.704298518475944
HungryProton,43.69061290444296,Weak,HungryProton,360,5,20,22,2431.279748,116.1983703,1,0,0,0,0,20,3472,173.6,162,8.1,3472,173.6,77,3.85,42719.55,259.0,0.45,0.0,0.0,0.05,0.55,2,0.923076923,32.99201608,0.304793862,30,1,0,26,0,0,0,0,0,1.871668862,5.888877958,8.152774053,5.093750201,8.152774053,60.0,0,Weak,43.69061290444296
jieggii,43.68335231534556,Weak,jieggii,285,235,28,1,2866.134114,5.360132767,0,1,0,1,0,28,108,3.857142857,9,0.321428571,108,3.857142857,2,0.071428571,369.2857143,75.0,0.0,0.5,0.0,0.107142857,1.0,8,0.461538462,64.00816517,13.56651008,10,0,0,0,0,0,0,0,10,3.60196147,5.655991811,4.691347882,2.302585093,4.691347882,1.207627119,0,Weak,43.68335231534556
JoneBulande,43.679336635501286,Weak,JoneBulande,452,39,12,1,2803.738826,3.457969038,0,0,1,1,0,12,25,2.083333333,11,0.916666667,25,2.083333333,3,0.25,1471.166667,796.5,0.083333333,0.0,0.0,0.416666667,0.916666667,5,0.3,8.086730612,8.08669589,1,1,0,0,0,0,0,0,0,8.086730612,6.115892125,3.258096538,2.48490665,3.258096538,11.3,0,Weak,43.679336635501286
samuelalmeida95,43.66122527182288,Average,samuelalmeida95,409,1118,33,0,2513.077432,864.1009852,1,1,0,1,0,30,91,3.033333333,45,1.5,91,3.033333333,2,0.066666667,4170.8,219.0,0.066666667,0.0,0.0,0.033333333,0.933333333,6,0.555555556,973.3217954,40.80848522,0,0,0,0,0,0,0,0,0,0.0,6.01615716,4.521788577,3.828641396,4.521788577,0.365504915,1,Average,43.66122527182288
noot,43.64990783261834,Weak,noot,429,41,99,21,2913.731418,4.167679689,0,0,0,0,0,30,29,0.966666667,1,0.033333333,29,0.966666667,3,0.1,21452.33333,410.5,0.333333333,0.0,0.0,0.0,0.666666667,8,0.296296296,127.01327,128.06077,20,3,2,6,0,2,2,0,2,8.108339411,6.063785209,3.401197382,0.693147181,3.401197382,10.21428571,0,Weak,43.64990783261834
ASkyeye,43.64550435549837,Weak,ASkyeye,576,17,3911,224,2458.874014,0.854523428,1,0,0,0,0,30,23,0.766666667,8,0.266666667,23,0.766666667,1,0.033333333,3677.933333,326.0,0.933333333,0.0,0.1,0.0,0.033333333,3,0.5,72.00084287,71.40615537,30,0,0,0,0,0,0,29,1,0.859338243,6.357842267,3.17805383,2.197224577,3.17805383,32.0,0,Weak,43.64550435549837
wolverinn,43.62909441818425,Average,wolverinn,321,10,15,0,2922.828646,83.80747692,1,1,1,0,0,15,11317,754.4666667,2061,137.4,11317,754.4666667,51,3.4,16950.06667,6205.0,0.0,0.0,0.0,0.0,1.0,4,0.571428571,90.60531257,1.675196824,0,0,0,0,0,0,0,0,0,0.0,5.774551546,9.334149658,7.631431665,9.334149658,29.18181818,1,Average,43.62909441818425
liucongg,43.62408888182146,Weak,liucongg,612,18,27,0,2644.421423,23.78614497,1,0,1,0,0,27,5682,210.4444444,793,29.37037037,5682,210.4444444,116,4.296296296,1642056.148,2623.0,0.555555556,0.0,0.0,0.0,0.444444444,3,0.846153846,144.5067237,3.146816264,8,0,0,0,0,0,0,0,8,12.74461719,6.418364936,8.645234541,6.677083461,8.645234541,32.21052632,0,Weak,43.62408888182146
sairov,43.62041037267538,Average,sairov,329,90,36,0,2693.798207,121.8523507,1,0,1,1,0,30,36,1.2,16,0.533333333,36,1.2,0,0.0,3798.066667,1430.5,0.033333333,0.0,0.0,0.4,0.966666667,8,0.379310345,358.7361586,156.1524433,0,0,0,0,0,0,0,0,0,0.0,5.799092654,3.610917913,2.833213344,3.610917913,3.615384615,1,Average,43.62041037267538
MinkaiXu,43.56916054513386,Average,MinkaiXu,380,1,18,0,2848.401346,2.317850391,0,1,1,0,0,18,1102,61.22222222,226,12.55555556,1102,61.22222222,46,2.555555556,5951.277778,989.0,0.0,0.0,0.0,0.0,1.0,5,0.777777778,207.0478851,0.184667521,1,0,0,0,0,1,0,0,0,25.093024,5.942799375,7.005789019,5.424950017,7.005789019,190.0,1,Average,43.56916054513386
muangau107,43.53694663629762,Average,muangau107,268,476,7,0,2731.782829,24.62516651,1,1,1,0,0,7,5,0.714285714,0,0.0,5,0.714285714,0,0.0,2827.571429,1460.0,0.0,0.0,0.0,0.0,1.0,2,0.666666667,258.5470531,21.31627762,0,0,0,0,0,0,0,0,0,0.0,5.59471138,1.791759469,0.0,1.791759469,0.561844864,1,Average,43.53694663629762
Sigil-Wen,43.53565812795936,Average,Sigil-Wen,306,205,77,1,2624.097469,0.042954682,1,0,1,0,0,30,236,7.866666667,29,0.966666667,236,7.866666667,17,0.566666667,11769.06667,1757.0,0.266666667,0.0,0.0,0.133333333,0.733333333,9,0.272727273,498.6861954,40.23941302,0,0,0,0,0,0,0,0,0,0.0,5.726847748,5.468060141,3.401197382,5.468060141,1.485436893,1,Average,43.53565812795936
lixi5338619,43.510600444354104,Weak,lixi5338619,555,7,27,0,2639.271145,123.546851,1,0,1,0,0,27,3478,128.8148148,925,34.25925926,3478,128.8148148,26,0.962962963,44437.62963,2255.0,0.37037037,0.0,0.0,0.0,0.62962963,4,0.785714286,19.77681626,1.539767653,1,1,0,0,0,0,0,0,0,19.77681626,6.320768294,8.154500175,6.830874235,8.154500175,69.375,0,Weak,43.510600444354104
liroyleshed,43.503900667092076,Average,liroyleshed,1922,1,0,7,2905.242406,146.5317003,1,1,1,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.561641746,0.0,0.0,0.0,961.0,1,Average,43.503900667092076
alinxalinx,43.501687327732384,Average,alinxalinx,432,0,27,0,2824.716408,604.7819284,1,1,1,0,0,27,321,11.88888889,206,7.62962963,321,11.88888889,13,0.481481481,312429.6667,236570.0,0.0,0.0,0.0,0.0,1.0,5,0.461538462,585.4809099,2.632889026,0,0,0,0,0,0,0,0,0,0.0,6.070737728,5.774551546,5.332718793,5.774551546,432.0,1,Average,43.501687327732384
Matt-Fontes,43.4753816001421,Weak,Matt-Fontes,350,30,12,0,2505.241055,4.096540873,1,0,1,0,0,12,3386,282.1666667,1495,124.5833333,3386,282.1666667,72,6.0,14904.5,2485.0,0.083333333,0.0,0.0,0.0,0.916666667,5,0.5,29.03504782,0.825973744,1,1,0,0,0,0,0,0,0,29.03504782,5.860786223,8.127699853,7.310550159,8.127699853,11.29032258,0,Weak,43.4753816001421
wodxgod,43.426958091534175,Average,wodxgod,308,39,12,0,2850.111748,2103.383322,1,1,1,0,0,12,1418,118.1666667,1450,120.8333333,1418,118.1666667,181,15.08333333,438.75,78.5,0.166666667,0.0,0.166666667,0.0,0.833333333,1,1.0,635.0206482,2.006608838,0,0,0,0,0,0,0,0,0,0.0,5.733341277,7.257707677,7.280008253,7.257707677,7.7,1,Average,43.426958091534175
har1shweb3,43.36441955719556,Average,har1shweb3,255,49,11,0,2595.445197,140.183716,1,1,1,0,0,11,23,2.090909091,0,0.0,23,2.090909091,1,0.090909091,65.63636364,6.0,0.0,0.0,0.0,0.0,1.0,3,0.666666667,241.2250239,87.47408638,0,0,0,0,0,0,0,0,0,0.0,5.545177444,3.17805383,0.0,3.17805383,5.1,1,Average,43.36441955719556
Anteste,43.318491156742944,Average,Anteste,1128,1079,25,0,2558.168596,13.47363114,1,0,1,1,0,25,427,17.08,95,3.8,427,17.08,23,0.92,11592.24,68.0,0.08,0.04,0.0,0.12,0.92,8,0.333333333,458.2169645,22.8475316,0,0,0,0,0,0,0,0,0,0.0,7.029087564,6.059123196,4.564348191,6.059123196,1.044444444,1,Average,43.318491156742944
tolgaboroglu,43.26997801516645,Average,tolgaboroglu,273,301,37,0,2612.51223,0.119232475,1,0,1,1,0,30,51,1.7,0,0.0,51,1.7,0,0.0,26129.6,1156.5,0.3,0.0,0.0,0.0,0.666666667,3,0.545454545,65.9951121,65.9951121,0,0,0,0,0,0,0,0,0,0.0,5.613128106,3.951243719,0.0,3.951243719,0.90397351,1,Average,43.26997801516645
lucast1574,43.26043454470609,Weak,lucast1574,21131,9,26,0,1017.010961,47.17887719,1,0,0,0,0,26,192,7.384615385,544,20.92307692,192,7.384615385,5,0.192307692,80523.69231,3986.0,0.076923077,0.0,0.192307692,0.038461538,0.884615385,11,0.380952381,1.711492928,0.239004502,30,28,0,0,0,0,1,0,1,1.711492928,9.958543758,5.262690189,6.300785795,5.262690189,2113.1,0,Weak,43.26043454470609
xbstory,43.25405420215776,Average,xbstory,275,147,34,7,2541.473334,2.377558329,1,0,1,0,0,30,284,9.466666667,90,3.0,284,9.466666667,7,0.233333333,86652.1,629.5,0.733333333,0.066666667,0.0,0.0,0.266666667,5,0.555555556,243.0730097,1.407593051,0,0,0,0,0,0,0,0,0,0.0,5.620400866,5.65248918,4.510859507,5.65248918,1.858108108,1,Average,43.25405420215776
akashdeepb,43.25270076085313,Average,akashdeepb,287,35,46,1,2925.191592,3.42067773,1,0,1,0,0,30,45,1.5,28,0.933333333,45,1.5,8,0.266666667,34285.43333,26.0,0.266666667,0.066666667,0.0,0.033333333,0.666666667,6,0.347826087,96.53058514,96.20786523,0,0,0,0,0,0,0,0,0,0.0,5.66296048,3.828641396,3.36729583,3.828641396,7.972222222,1,Average,43.25270076085313
jayofelony,43.25118384304616,Weak,jayofelony,539,4,17,0,2478.025838,9.271127586,1,0,0,0,0,17,3057,179.8235294,323,19.0,3057,179.8235294,81,4.764705882,50353.11765,12287.0,0.529411765,0.058823529,0.0,0.0,0.529411765,5,0.333333333,0.123847493,0.123801197,30,7,0,0,8,11,0,0,0,0.123835919,6.29156914,8.025516386,5.780743516,8.025516386,107.8,0,Weak,43.25118384304616
PaulDSheriff,43.24796844909583,Average,PaulDSheriff,379,0,27,0,2942.198978,5.150760215,1,1,1,0,0,27,273,10.11111111,178,6.592592593,273,10.11111111,5,0.185185185,20479.18519,18127.0,0.0,0.0,0.0,0.0,1.0,4,0.375,89.22489216,28.46160512,0,0,0,0,0,0,0,0,0,0.0,5.940171253,5.613128106,5.187385806,5.613128106,379.0,1,Average,43.24796844909583
AmadNaseem,43.2162627744739,Average,AmadNaseem,366,886,39,0,2624.382241,31.66645421,1,0,1,1,0,30,30,1.0,1,0.033333333,30,1.0,0,0.0,257287.9333,6778.0,0.733333333,0.0,0.0,0.0,0.266666667,2,0.571428571,33.22852597,25.15989171,0,0,0,0,0,0,0,0,0,0.0,5.905361848,3.433987204,0.693147181,3.433987204,0.412626832,1,Average,43.2162627744739
elvis7t,43.215192581607916,Weak,elvis7t,511,846,9,0,2868.22606,246.1792318,1,1,0,0,0,9,20,2.222222222,3,0.333333333,20,2.222222222,2,0.222222222,9804.555556,358.0,0.222222222,0.0,0.0,0.0,0.777777778,3,0.4,0.349590546,29.02631508,7,7,0,0,0,0,0,0,0,17.96383823,6.238324625,3.044522438,1.386294361,3.044522438,0.603305785,0,Weak,43.215192581607916
LukeYui,43.21352316892517,Weak,LukeYui,474,0,20,0,2577.368715,51.39099543,1,0,1,0,0,20,1789,89.45,118,5.9,1789,89.45,30,1.5,11323.7,59.5,0.1,0.0,0.0,0.0,0.7,2,0.6,0.566875056,0.566828759,20,17,0,0,0,0,0,0,0,0.566863482,6.163314804,7.489970899,4.779123493,7.489970899,474.0,0,Weak,43.21352316892517
iuridepaula,43.20409066821921,Average,iuridepaula,635,7,2,0,2859.165976,173.1628282,1,1,1,0,0,2,592,296.0,92,46.0,592,296.0,0,0.0,3952.0,3952.0,0.0,0.0,0.0,0.0,0.5,2,0.5,1084.151844,1.156312041,0,0,0,0,0,0,0,0,0,0.0,6.455198563,6.385194399,4.532599493,6.385194399,79.375,1,Average,43.20409066821921
MankaranSingh,43.17924560570426,Weak,MankaranSingh,270,35,75,0,2722.543126,24.71908643,1,0,0,0,0,30,351,11.7,69,2.3,351,11.7,4,0.133333333,17762.43333,1082.5,0.466666667,0.0,0.0,0.0,0.533333333,6,0.391304348,261.4137161,65.76122764,9,5,0,0,1,1,1,1,0,5.213484581,5.602118821,5.863631176,4.248495242,5.863631176,7.5,0,Weak,43.17924560570426
UKVeteran,43.17471815015276,Average,UKVeteran,667,2497,439,2,2835.420183,212.4449396,1,0,1,0,0,30,6,0.2,24,0.8,6,0.2,0,0.0,19434.93333,395.5,0.333333333,0.0,0.0,0.1,0.633333333,8,0.294117647,311.265935,40.80902524,0,0,0,0,0,0,0,0,0,0.0,6.504288174,1.945910149,3.218875825,1.945910149,0.267013611,1,Average,43.17471815015276
its-prithvi-raj,43.14599544614557,Weak,its-prithvi-raj,260,1412,49,7,2466.09284,122.6102355,1,0,0,1,0,30,16,0.533333333,1,0.033333333,16,0.533333333,0,0.0,170988.1,507.0,0.6,0.0,0.0,0.0,0.4,7,0.272727273,53.57903176,53.58406649,22,0,0,0,0,0,0,0,22,0.845270189,5.564520407,2.833213344,0.693147181,2.833213344,0.184005662,0,Weak,43.14599544614557
claudio-toledo,43.14146745489029,Average,claudio-toledo,615,2000,78,0,2950.382086,289.3229657,1,0,1,1,0,30,21,0.7,6,0.2,21,0.7,0,0.0,36265.93333,3693.0,0.933333333,0.0,0.0,0.0,0.066666667,3,0.666666667,451.15263,289.3226995,0,0,0,0,0,0,0,0,0,0.0,6.423246964,3.091042453,1.945910149,3.091042453,0.307346327,1,Average,43.14146745489029
Smilexuhc,43.1230516478085,Average,Smilexuhc,720,35,21,0,2840.398673,2.657006423,1,1,0,0,0,21,3463,164.9047619,943,44.9047619,3463,164.9047619,7,0.333333333,34085.19048,354.0,0.476190476,0.0,0.0,0.0,0.523809524,6,0.4,221.680062,0.312619849,1,0,0,0,0,0,0,0,1,24.62285133,6.580639137,8.15017927,6.850126166,8.15017927,20.0,1,Average,43.1230516478085
tulingxueyuan,43.074505475844724,Average,tulingxueyuan,817,0,6,0,2950.595009,2153.861444,1,1,1,0,0,6,531,88.5,553,92.16666667,531,88.5,7,1.166666667,239431.0,1774.0,0.333333333,0.0,0.0,0.0,0.666666667,1,1.0,2017.227763,93.46106204,0,0,0,0,0,0,0,0,0,0.0,6.706862337,6.276643489,6.317164687,6.276643489,817.0,1,Average,43.074505475844724
vinnypessoni,43.04339847354036,Average,vinnypessoni,400,5,13,0,2754.00817,134.9529037,1,1,1,0,0,13,268,20.61538462,137,10.53846154,268,20.61538462,12,0.923076923,1267.923077,59.0,0.0,0.0,0.0,0.0,1.0,4,0.7,224.1812949,17.20013746,0,0,0,0,0,0,0,0,0,0.0,5.993961427,5.59471138,4.927253685,5.59471138,66.66666667,1,Average,43.04339847354036
aadhar54,43.02846555350013,Average,aadhar54,448,2960,172,3,2907.688107,86.8864285,1,0,1,0,0,30,33,1.1,29,0.966666667,33,1.1,19,0.633333333,22128.96667,2801.5,0.433333333,0.0,0.0,0.133333333,0.566666667,5,0.4,256.931741,40.86044471,0,0,0,0,0,0,0,0,0,0.0,6.107022888,3.526360525,3.401197382,3.526360525,0.151300236,1,Average,43.02846555350013
0xf4n9x,43.01728937879045,Average,0xf4n9x,546,545,71,4,2780.389576,16.3569372,1,0,1,0,0,30,504,16.8,156,5.2,504,16.8,16,0.533333333,15700.83333,1103.0,0.633333333,0.0,0.0,0.033333333,0.366666667,6,0.333333333,169.8567404,1.415664054,0,0,0,0,0,0,0,0,0,0.0,6.304448802,6.224558429,5.056245805,6.224558429,1.0,1,Average,43.01728937879045
imfunniee,43.01364241711789,Average,imfunniee,782,1,33,1,2933.342017,27.36905404,1,1,0,0,0,30,8513,283.7666667,1008,33.6,8513,283.7666667,64,2.133333333,13737.6,250.5,0.333333333,0.1,0.0,0.033333333,0.633333333,6,0.363636364,315.4808712,0.372885059,0,0,0,0,0,0,0,0,0,0.0,6.663132696,9.049467146,6.91671502,9.049467146,391.0,1,Average,43.01364241711789
bestmahdi2,42.99485790430408,Average,bestmahdi2,348,398,135,3,2454.382326,8.594582904,1,0,1,0,0,30,31,1.033333333,2,0.066666667,31,1.033333333,0,0.0,21244.06667,2074.5,0.966666667,0.0,0.0,0.066666667,0.033333333,3,0.6,86.00710605,85.6290042,0,0,0,0,0,0,0,0,0,0.0,5.855071922,3.465735903,1.098612289,3.465735903,0.872180451,1,Average,42.99485790430408
i12cu4,42.96405341869565,Weak,i12cu4,2049,11,72,0,2492.670396,25.82090534,1,0,0,0,0,30,106,3.533333333,6,0.2,106,3.533333333,1,0.033333333,14939.8,2.5,0.0,0.0,0.0,0.0,1.0,8,0.413793103,15.87048868,15.87037294,9,2,1,0,3,1,0,0,2,9.625997935,7.625595072,4.672828834,1.945910149,4.672828834,170.75,0,Weak,42.96405341869565
oryxtoken,42.958586158941486,Average,oryxtoken,322,0,2,1,2523.737924,349.9885256,1,1,1,0,0,2,1,0.5,0,0.0,1,0.5,0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1993.822565,1945.315377,0,0,0,0,0,0,0,0,0,0.0,5.777652323,0.693147181,0.0,0.693147181,322.0,1,Average,42.958586158941486
abhinavsagar,42.94724928926047,Average,abhinavsagar,632,22,2,276,2790.340491,9.59468127,1,1,0,1,0,2,0,0.0,0,0.0,0,0.0,0,0.0,9025.5,9025.5,0.5,0.0,0.0,0.5,0.5,2,0.5,57.35140581,57.35137108,0,0,0,0,0,0,0,0,0,0.0,6.450470422,0.0,0.0,0.0,27.47826087,1,Average,42.94724928926047
maljefairi,42.92344165250275,Weak,maljefairi,514,20,1,0,2615.374607,14.44691041,0,1,0,0,0,1,3,3.0,0,0.0,3,3.0,0,0.0,30474.0,30474.0,1.0,0.0,0.0,0.0,0.0,1,1.0,19.02739653,9.295891896,27,16,5,0,0,0,0,1,5,14.26755856,6.244166901,1.386294361,0.0,1.386294361,24.47619048,0,Weak,42.92344165250275
PixelRifts,42.91781851575877,Weak,PixelRifts,326,75,35,3,2500.346849,37.8254137,1,0,0,0,0,30,530,17.66666667,44,1.466666667,530,17.66666667,0,0.0,19803.26667,1360.0,0.3,0.0,0.0,0.033333333,0.7,8,0.551724138,7.500170641,4.913133604,4,1,0,0,0,1,0,0,2,5.571999345,5.789960171,6.274762021,3.80666249,6.274762021,4.289473684,0,Weak,42.91781851575877
beduExpert,42.90700277860775,Average,beduExpert,443,0,145,2,2510.919733,228.1223603,0,1,1,0,0,30,397,13.23333333,631,21.03333333,397,13.23333333,49,1.633333333,52502.16667,18754.0,0.0,0.0,0.0,0.033333333,1.0,9,0.263157895,347.8444089,25.26811263,0,0,0,0,0,0,0,0,0,0.0,6.095824562,5.986452005,6.448889394,5.986452005,443.0,1,Average,42.90700277860775
ShadowMario,42.901766541767174,Average,ShadowMario,818,3,19,0,2658.115002,27.13868303,1,0,1,1,0,19,1452,76.42105263,2455,129.2105263,1452,76.42105263,10,0.526315789,164761.0,1721.0,0.421052632,0.473684211,0.0,0.157894737,0.578947368,5,0.5,12.90291914,0.947560345,0,0,0,0,0,0,0,0,0,0.0,6.708084084,7.281385664,7.806289289,7.281385664,204.5,1,Average,42.901766541767174
crimera,42.89166641739803,Weak,crimera,684,5,51,8,2665.90667,3.500941233,0,0,0,0,0,30,3063,102.1,86,2.866666667,3063,102.1,149,4.966666667,54875.93333,100.0,0.433333333,0.0,0.0,0.0,0.566666667,10,0.304347826,1.547121789,0.412885677,29,17,2,0,0,1,2,1,3,0.401091696,6.529418838,8.027476531,4.465908119,8.027476531,114.0,0,Weak,42.89166641739803
CarlosLevir,42.824596607675474,Average,CarlosLevir,1428,51,37,16,2790.318208,100.4585549,1,0,1,1,0,30,107,3.566666667,24,0.8,107,3.566666667,363,12.1,1762.666667,764.5,0.0,0.0,0.0,0.0,1.0,5,0.689655172,411.2972007,47.68215443,0,0,0,0,0,0,0,0,0,0.0,7.264730178,4.682131227,3.218875825,4.682131227,27.46153846,1,Average,42.824596607675474
